Название монеты,Тикер,Ссылка,Цена
Ampleforth,AMPL,https://coinmarketcap.com/currencies/ampleforth/,1.21
Hathor,HTR,https://coinmarketcap.com/currencies/hathor/,0.44
Alitas,ALT,https://coinmarketcap.com/currencies/alitas/,1.64
DeFi Pulse Index,DPI,https://coinmarketcap.com/currencies/defi-pulse-index/,174.43
Wilder World,WILD,https://coinmarketcap.com/currencies/wilder-world/,1.14
Unibright,UBT,https://coinmarketcap.com/currencies/unibright/,0.64
Neutrino Token,NSBT,https://coinmarketcap.com/currencies/neutrino-system-base-token/,37.71
Cratos,CRTS,https://coinmarketcap.com/currencies/cratos/,0.00
AIOZ Network,AIOZ,https://coinmarketcap.com/currencies/aioz-network/,0.18
Victoria VR,VR,https://coinmarketcap.com/currencies/victoria-vr/,0.13
dKargo,DKA,https://coinmarketcap.com/currencies/dkargo/,0.09
HUNT,HUNT,https://coinmarketcap.com/currencies/hunt/,0.86
IDEX,IDEX,https://coinmarketcap.com/currencies/idex/,0.14
Decentral Games,DG,https://coinmarketcap.com/currencies/decentral-games/,0.19
e-Radix,EXRD,https://coinmarketcap.com/currencies/radix/,0.13
RSK Smart Bitcoin,RBTC,https://coinmarketcap.com/currencies/rsk-smart-bitcoin/,39719.04
Alchemix,ALCX,https://coinmarketcap.com/currencies/alchemix/,74.26
Electroneum,ETN,https://coinmarketcap.com/currencies/electroneum/,0.01
MimbleWimbleCoin,MWC,https://coinmarketcap.com/currencies/mimblewimblecoin/,8.53
Aergo,AERGO,https://coinmarketcap.com/currencies/aergo/,0.25
SpookySwap,BOO,https://coinmarketcap.com/currencies/spookyswap/,9.75
XCAD Network,XCAD,https://coinmarketcap.com/currencies/xcad-network/,3.73
Wanchain,WAN,https://coinmarketcap.com/currencies/wanchain/,0.467
Deeper Network,DPR,https://coinmarketcap.com/currencies/deeper-network/,0.07209
STAKE,STAKE,https://coinmarketcap.com/currencies/xdai/,10.62
CertiK,CTK,https://coinmarketcap.com/currencies/certik/,1.22
ThunderCore,TT,https://coinmarketcap.com/currencies/thundercore/,0.01028
LCX,LCX,https://coinmarketcap.com/currencies/lcx/,0.116
Origin Dollar,OUSD,https://coinmarketcap.com/currencies/origin-dollar/,0.9974
Ampleforth Governance Token,FORTH,https://coinmarketcap.com/currencies/ampleforth-governance-token/,5.75
Linear Finance,LINA,https://coinmarketcap.com/currencies/linear/,0.0245
Alien Worlds,TLM,https://coinmarketcap.com/currencies/alien-worlds/,0.09467
TrustSwap,SWAP,https://coinmarketcap.com/currencies/trustswap/,0.89
Verasity,VRA,https://coinmarketcap.com/currencies/verasity/,0.02
Seedify.fund,SFUND,https://coinmarketcap.com/currencies/seedify-fund/,3.48
Merit Circle,MC,https://coinmarketcap.com/currencies/merit-circle/,2.00
CLV,CLV,https://coinmarketcap.com/currencies/clover/,0.33
Haven Protocol,XHV,https://coinmarketcap.com/currencies/haven-protocol/,3.55
Hifi Finance,MFT,https://coinmarketcap.com/currencies/mainframe/,0.01
Loom Network,LOOM,https://coinmarketcap.com/currencies/loom-network/,0.08
Alpaca Finance,ALPACA,https://coinmarketcap.com/currencies/alpaca-finance/,0.60
Nestree,EGG,https://coinmarketcap.com/currencies/nestree/,0.03
SafePal,SFP,https://coinmarketcap.com/currencies/safepal/,0.78
Smooth Love Potion,SLP,https://coinmarketcap.com/currencies/smooth-love-potion/,0.02
Gitcoin,GTC,https://coinmarketcap.com/currencies/gitcoin/,5.90
ARPA Chain,ARPA,https://coinmarketcap.com/currencies/arpa-chain/,0.07
Voxies,VOXEL,https://coinmarketcap.com/currencies/voxies/,1.29
Aurory,AURY,https://coinmarketcap.com/currencies/aurory/,8.53
Phantasma,SOUL,https://coinmarketcap.com/currencies/phantasma/,0.77
Splintershards,SPS,https://coinmarketcap.com/currencies/splintershards/,0.12
Wirex Token,WXT,https://coinmarketcap.com/currencies/wirex-token/,0.01
Ankr Reward Bearing Staked ETH,aETHc,https://coinmarketcap.com/currencies/ankreth/,2713.67
ZB Token,ZB,https://coinmarketcap.com/currencies/zb-token/,0.17
Thetan Arena,THG,https://coinmarketcap.com/currencies/thetan-arena/,0.70
Vectorspace AI,VXV,https://coinmarketcap.com/currencies/vectorspace-ai/,1.94
Adventure Gold,AGLD,https://coinmarketcap.com/currencies/adventure-gold/,1.10
Keep3rV1,KP3R,https://coinmarketcap.com/currencies/keep3rv1/,382.62
Toko Token,TKO,https://coinmarketcap.com/currencies/tokocrypto/,0.70
Terra Virtua Kolect,TVK,https://coinmarketcap.com/currencies/terra-virtua-kolect/,0.11
KeeperDAO,ROOK,https://coinmarketcap.com/currencies/keeperdao/,122.77
Covalent,CQT,https://coinmarketcap.com/currencies/covalent/,0.30
Carry,CRE,https://coinmarketcap.com/currencies/carry/,0.01
Phala Network,PHA,https://coinmarketcap.com/currencies/phala-network/,0.28
PlatonCoin,PLTC,https://coinmarketcap.com/currencies/platoncoin/,0.69
Alethea Artificial Liquid Intelligence Token,ALI,https://coinmarketcap.com/currencies/alethea-artificial-liquid-intelligence-token/,0.07
Uquid Coin,UQC,https://coinmarketcap.com/currencies/uquid-coin/,7.40
Chimpion,BNANA,https://coinmarketcap.com/currencies/chimpion/,2.33
Celo Dollar,CUSD,https://coinmarketcap.com/currencies/celo-dollar/,0.99
PEAKDEFI,PEAK,https://coinmarketcap.com/currencies/peakdefi/,0.05
TROY,TROY,https://coinmarketcap.com/currencies/troy/,0.01
Alpine F1 Team Fan Token,ALPINE,https://coinmarketcap.com/currencies/alpine-f1-team-fan-token/,6.34
Alpha Quark Token,AQT,https://coinmarketcap.com/currencies/alpha-quark-token/,2.77
cVault.finance,CORE,https://coinmarketcap.com/currencies/cvault-finance/,7181.54
Efinity Token,EFI,https://coinmarketcap.com/currencies/efinity/,0.42
Syntropy,NOIA,https://coinmarketcap.com/currencies/syntropy/,0.13
Moss Coin,MOC,https://coinmarketcap.com/currencies/moss-coin/,0.19
CONUN,CON,https://coinmarketcap.com/currencies/conun/,0.02
Sovryn,SOV,https://coinmarketcap.com/currencies/sovryn/,3.37
IRISnet,IRIS,https://coinmarketcap.com/currencies/irisnet/,0.06
DFI.Money,YFII,https://coinmarketcap.com/currencies/yearn-finance-ii/,1808.14
Wrapped NCG (Nine Chronicles Gold),WNCG,https://coinmarketcap.com/currencies/wrapped-ncg/,0.58
XMON,XMON,https://coinmarketcap.com/currencies/xmon/,45942.27
PECULIUM (old),PCL,https://coinmarketcap.com/currencies/peculium/,0.03
Efforce,WOZX,https://coinmarketcap.com/currencies/efforce/,0.13
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.36
ONUS,ONUS,https://coinmarketcap.com/currencies/onus/,0.68
Cobak Token,CBK,https://coinmarketcap.com/currencies/cobak-token/,2.25
EverRise,RISE,https://coinmarketcap.com/currencies/everrise/,0.00
BitShares,BTS,https://coinmarketcap.com/currencies/bitshares/,0.02
League of Kingdoms Arena,LOKA,https://coinmarketcap.com/currencies/league-of-kingdoms/,2.63
Hydra,HYDRA,https://coinmarketcap.com/currencies/hydra/,7.66
HI,HI,https://coinmarketcap.com/currencies/hi-dollar/,0.13
Komodo,KMD,https://coinmarketcap.com/currencies/komodo/,0.50
GMT Token,GMT,https://coinmarketcap.com/currencies/gomining-token/,0.25
MiL.k,MLK,https://coinmarketcap.com/currencies/milk-alliance/,0.83
Kava Lend,HARD,https://coinmarketcap.com/currencies/hard-protocol/,0.54
Travala.com,AVA,https://coinmarketcap.com/currencies/travala/,1.27
Velo,VELO,https://coinmarketcap.com/currencies/velo/,0.05
BioPassport Token,BIOT,https://coinmarketcap.com/currencies/biopassport-token/,0.04
Harvest Finance,FARM,https://coinmarketcap.com/currencies/harvest-finance/,94.92
Boson Protocol,BOSON,https://coinmarketcap.com/currencies/boson-protocol/,0.84
Handshake,HNS,https://coinmarketcap.com/currencies/handshake/,0.13
district0x,DNT,https://coinmarketcap.com/currencies/district0x/,0.11
Qcash,QC,https://coinmarketcap.com/currencies/qcash/,0.14
SuperRare,RARE,https://coinmarketcap.com/currencies/superrare/,0.61
Sentinel Protocol,UPP,https://coinmarketcap.com/currencies/sentinel-protocol/,0.13
Automata Network,ATA,https://coinmarketcap.com/currencies/automata-network/,0.36
LTO Network,LTO,https://coinmarketcap.com/currencies/lto-network/,0.20
Swarm,BZZ,https://coinmarketcap.com/currencies/ethereum-swarm/,1.25
Refereum,RFR,https://coinmarketcap.com/currencies/refereum/,0.01
Vega Protocol,VEGA,https://coinmarketcap.com/currencies/vegaprotocol/,3.93
Morpheus.Network,MNW,https://coinmarketcap.com/currencies/morpheus-network/,1.29
Presearch,PRE,https://coinmarketcap.com/currencies/presearch/,0.15
Bonfida,FIDA,https://coinmarketcap.com/currencies/bonfida/,1.36
DAD,DAD,https://coinmarketcap.com/currencies/dad/,0.13
VerusCoin,VRSC,https://coinmarketcap.com/currencies/veruscoin/,0.89
Flamingo,FLM,https://coinmarketcap.com/currencies/flamingo/,0.19
Ethernity,ERN,https://coinmarketcap.com/currencies/ethernity-chain/,4.45
Circuits of Value,COVAL,https://coinmarketcap.com/currencies/circuits-of-value/,0.03
Contentos,COS,https://coinmarketcap.com/currencies/contentos/,0.01
Kava Swap,SWP,https://coinmarketcap.com/currencies/kava-swap/,1.74
Somnium Space Cubes,CUBE,https://coinmarketcap.com/currencies/somnium-space-cubes/,4.70
RIZON,ATOLO,https://coinmarketcap.com/currencies/rizon-blockchain/,0.03455
Samoyedcoin,SAMO,https://coinmarketcap.com/currencies/samoyedcoin/,0.01767
Elitium,EUM,https://coinmarketcap.com/currencies/elitium/,2.08
Venus BUSD,vBUSD,https://coinmarketcap.com/currencies/venus-busd/,0.02154
bZx Protocol,BZRX,https://coinmarketcap.com/currencies/bzx-protocol/,0.1379
BabySwap,BABY,https://coinmarketcap.com/currencies/babyswap/,0.2911
RFOX,RFOX,https://coinmarketcap.com/currencies/redfox-labs/,0.04413
DIA,DIA,https://coinmarketcap.com/currencies/dia/,0.8773
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin/,0.8745
Molecular Future,MOF,https://coinmarketcap.com/currencies/molecular-future/,0.00115
Elastos,ELA,https://coinmarketcap.com/currencies/elastos/,2.82
Ribbon Finance,RBN,https://coinmarketcap.com/currencies/ribbon-finance/,1.02
NEST Protocol,NEST,https://coinmarketcap.com/currencies/nest-protocol/,0.03
DerivaDAO,DDX,https://coinmarketcap.com/currencies/derivadao/,2.19
CUDOS,CUDOS,https://coinmarketcap.com/currencies/cudos/,0.02
GuildFi,GF,https://coinmarketcap.com/currencies/guildfi/,1.33
RichQUACK.com,QUACK,https://coinmarketcap.com/currencies/richquack-com/,0.00
Kin,KIN,https://coinmarketcap.com/currencies/kin/,0.00
QuickSwap,QUICK,https://coinmarketcap.com/currencies/quickswap/,171.03
Grid+,GRID,https://coinmarketcap.com/currencies/grid/,1.41
Streamr,DATA,https://coinmarketcap.com/currencies/streamr/,0.07
Darma Cash,DMCH,https://coinmarketcap.com/currencies/darma-cash/,0.25
Rai Reflex Index,RAI,https://coinmarketcap.com/currencies/rai/,3.02
GlitzKoin,GTN,https://coinmarketcap.com/currencies/glitzkoin/,0.22
Vai,VAI,https://coinmarketcap.com/currencies/vai/,0.94
Highstreet,HIGH,https://coinmarketcap.com/currencies/highstreet/,4.37
KILT Protocol,KILT,https://coinmarketcap.com/currencies/kiltprotocol/,1.08
Peony,PNY,https://coinmarketcap.com/currencies/peony/,0.26
Tranchess,CHESS,https://coinmarketcap.com/currencies/tranchess/,0.72
XDEFI Wallet,XDEFI,https://coinmarketcap.com/currencies/xdefi-wallet/,0.95
BitMart Token,BMX,https://coinmarketcap.com/currencies/bitmart-token/,0.30
Aleph.im,ALEPH,https://coinmarketcap.com/currencies/aleph-im/,0.26
Ambire AdEx,ADX,https://coinmarketcap.com/currencies/adx-net/,0.37
Marinade Staked SOL,MSOL,https://coinmarketcap.com/currencies/marinade/,104.75
Genopets,GENE,https://coinmarketcap.com/currencies/genopets/,14.18
Cocos-BCX,COCOS,https://coinmarketcap.com/currencies/cocos-bcx/,1.24
SingularityDAO,SDAO,https://coinmarketcap.com/currencies/singularitydao/,1.34
MANTRA DAO,OM,https://coinmarketcap.com/currencies/mantra-dao/,0.11
Rarible,RARI,https://coinmarketcap.com/currencies/rarible/,7.20
Groestlcoin,GRS,https://coinmarketcap.com/currencies/groestlcoin/,0.64
DeRace,DERC,https://coinmarketcap.com/currencies/derace/,1.04
TokenPocket,TPT,https://coinmarketcap.com/currencies/tokenpocket/,0.01
Zelwin,ZLW,https://coinmarketcap.com/currencies/zelwin/,0.70
Tornado Cash,TORN,https://coinmarketcap.com/currencies/torn/,45.97
PolySwarm,NCT,https://coinmarketcap.com/currencies/polyswarm/,0.03
FIO Protocol,FIO,https://coinmarketcap.com/currencies/fio-protocol/,0.10
Assemble Protocol,ASM,https://coinmarketcap.com/currencies/assemble-protocol/,0.05
Cortex,CTXC,https://coinmarketcap.com/currencies/cortex/,0.26
Super Zero Protocol,SERO,https://coinmarketcap.com/currencies/super-zero-protocol/,0.14
Maro,MARO,https://coinmarketcap.com/currencies/maro/,0.07
Gas,GAS,https://coinmarketcap.com/currencies/gas/,4.84
Crabada,CRA,https://coinmarketcap.com/currencies/crabada/,0.49
Bluzelle,BLZ,https://coinmarketcap.com/currencies/bluzelle/,0.15
Manchester City Fan Token,CITY,https://coinmarketcap.com/currencies/manchester-city-fan-token/,13.84
BoringDAO,BOR,https://coinmarketcap.com/currencies/boringdao/,337.94
Shiden Network,SDN,https://coinmarketcap.com/currencies/shiden-network/,0.93
OneLedger,OLT,https://coinmarketcap.com/currencies/oneledger/,0.10
Wrapped NXM,WNXM,https://coinmarketcap.com/currencies/wrapped-nxm/,28.63
Steem Dollars,SBD,https://coinmarketcap.com/currencies/steem-dollars/,4.32
Star Atlas,ATLAS,https://coinmarketcap.com/currencies/star-atlas/,0.02
BarnBridge,BOND,https://coinmarketcap.com/currencies/barnbridge/,7.26
Venus XVS,vXVS,https://coinmarketcap.com/currencies/venus-xvs/,0.21
Gemma Extending Tech,GXT,https://coinmarketcap.com/currencies/gemma-extending-tech/,0.57
Quantstamp,QSP,https://coinmarketcap.com/currencies/quantstamp/,0.07
FirmaChain,"FCT,FCT2",https://coinmarketcap.com/currencies/firmachain/,0.14
Litentry,LIT,https://coinmarketcap.com/currencies/litentry/,1.34
Tellor,TRB,https://coinmarketcap.com/currencies/tellor/,19.57
SIX,SIX,https://coinmarketcap.com/currencies/six/,0.17
CoinEx Token,CET,https://coinmarketcap.com/currencies/coinex-token/,0.06
DeFine,DFA,https://coinmarketcap.com/currencies/define/,0.81
AllianceBlock,ALBT,https://coinmarketcap.com/currencies/allianceblock/,0.19
RChain,REV,https://coinmarketcap.com/currencies/rchain/,0.07
RAMP,RAMP,https://coinmarketcap.com/currencies/ramp/,0.09
NULS,NULS,https://coinmarketcap.com/currencies/nuls/,0.45
NFTX,NFTX,https://coinmarketcap.com/currencies/nftx/,107.83
Frontier,FRONT,https://coinmarketcap.com/currencies/frontier/,0.50
MixMarvel,MIX,https://coinmarketcap.com/currencies/mixmarvel/,0.01
HyperDAO,HDAO,https://coinmarketcap.com/currencies/hyperdao/,0.01
Tokenlon Network Token,LON,https://coinmarketcap.com/currencies/tokenlon-network-token/,0.98
WHALE,WHALE,https://coinmarketcap.com/currencies/whale/,5.41
Aion,AION,https://coinmarketcap.com/currencies/aion/,0.09
AMO Coin,AMO,https://coinmarketcap.com/currencies/amo-coin/,0.00
DODO,DODO,https://coinmarketcap.com/currencies/dodo/,0.39
FLETA,FLETA,https://coinmarketcap.com/currencies/fleta/,0.02
X World Games,XWG,https://coinmarketcap.com/currencies/x-world-games/,0.03
Kleros,PNK,https://coinmarketcap.com/currencies/kleros/,0.07
Firo,FIRO,https://coinmarketcap.com/currencies/firo/,3.25
AXEL,AXEL,https://coinmarketcap.com/currencies/axel/,0.15
Ooki Protocol,OOKI,https://coinmarketcap.com/currencies/ooki-protocol/,0.01
ZEON,ZEON,https://coinmarketcap.com/currencies/zeon/,0.00
Newscrypto,NWC,https://coinmarketcap.com/currencies/newscrypto/,0.28
XeniosCoin,XNC,https://coinmarketcap.com/currencies/xenioscoin/,0.55
Akropolis,AKRO,https://coinmarketcap.com/currencies/akropolis/,0.01
SelfKey,KEY,https://coinmarketcap.com/currencies/selfkey/,0.01
PARSIQ,PRQ,https://coinmarketcap.com/currencies/parsiq/,0.27
mStable USD,MUSD,https://coinmarketcap.com/currencies/mstable-usd/,1.00
MAP Protocol,MAP,https://coinmarketcap.com/currencies/map-protocol/,0.02
Zenon,ZNN,https://coinmarketcap.com/currencies/zenon/,6.42
Bella Protocol,BEL,https://coinmarketcap.com/currencies/bella-protocol/,0.85
Chrono.tech,TIME,https://coinmarketcap.com/currencies/chrono-tech/,56.25
ONBUFF,ONIT,https://coinmarketcap.com/currencies/onbuff/,0.1446
Energi,NRG,https://coinmarketcap.com/currencies/energi/,0.7524
ApolloX,APX,https://coinmarketcap.com/currencies/apollox/,0.07684
StaFi,FIS,https://coinmarketcap.com/currencies/stafi/,0.6363
Paris Saint-Germain Fan Token,PSG,https://coinmarketcap.com/currencies/paris-saint-germain-fan-token/,12.33
Civilization,CIV,https://coinmarketcap.com/currencies/civilization/,0.1278
Measurable Data Token,MDT,https://coinmarketcap.com/currencies/measurable-data-token/,0.05668
NewYork Exchange,NYE,https://coinmarketcap.com/currencies/newyork-exchange/,5.40
CoinLoan,CLT,https://coinmarketcap.com/currencies/coinloan/,19.36
MEVerse,MEV,https://coinmarketcap.com/currencies/meverse/,0.02354
Impossible Finance Launchpad,IDIA,https://coinmarketcap.com/currencies/impossible-decentralized-incubator-access/,0.83
Aeternity,AE,https://coinmarketcap.com/currencies/aeternity/,0.11
Bytom,BTM,https://coinmarketcap.com/currencies/bytom/,0.02
Karura,KAR,https://coinmarketcap.com/currencies/karura/,1.30
AnimalGo,GOM2,https://coinmarketcap.com/currencies/animalgo/,0.04
Revolution Populi,RVP,https://coinmarketcap.com/currencies/revolution-populi/,0.03
AhaToken,AHT,https://coinmarketcap.com/currencies/ahatoken/,0.01
Position Exchange,POSI,https://coinmarketcap.com/currencies/position-exchange/,0.74
DXdao,DXD,https://coinmarketcap.com/currencies/dxdao/,750.29
Drep [new],DREP,https://coinmarketcap.com/currencies/drep-new/,0.93
Beam,BEAM,https://coinmarketcap.com/currencies/beam/,0.33
Bloomzed Loyalty Club Ticket,BLCT,https://coinmarketcap.com/currencies/bloomzed-token/,0.95
BSCPAD,BSCPAD,https://coinmarketcap.com/currencies/bscpad/,0.46
LATOKEN,LA,https://coinmarketcap.com/currencies/latoken/,0.09
Dotmoovs,MOOV,https://coinmarketcap.com/currencies/dotmoovs/,0.07
StarTerra,STT,https://coinmarketcap.com/currencies/starterra/,1.25
Mithril,MITH,https://coinmarketcap.com/currencies/mithril/,0.04
ApeSwap,BANANA,https://coinmarketcap.com/currencies/apeswap-finance/,0.33
MAPS,MAPS,https://coinmarketcap.com/currencies/maps/,0.82
ICHI,ICHI,https://coinmarketcap.com/currencies/ichi/,7.60
InsurAce,INSUR,https://coinmarketcap.com/currencies/insurace/,0.78
Cere Network,CERE,https://coinmarketcap.com/currencies/cere-network/,0.02
Waltonchain,WTC,https://coinmarketcap.com/currencies/waltonchain/,0.44
YIELD App,YLD,https://coinmarketcap.com/currencies/yield-app/,0.22
FC Porto Fan Token,PORTO,https://coinmarketcap.com/currencies/fc-porto/,4.44
Bitrue Coin,BTR,https://coinmarketcap.com/currencies/bitrue-coin/,0.26
ZIMBOCASH,ZASH,https://coinmarketcap.com/currencies/zimbocash/,0.02
